alert_id,item_id,location_id,priority,category,title,description,risk_score,created_at,expires_at,acknowledged,resolved,metadata,recommendations
ALT-20251212113321-00038,SKU035,BOM_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU035,"Demand for SKU035 at BOM_WH has increased by 100.0% compared to baseline. Current weekly demand: 61, Baseline: 0.",100.0,2025-12-12T11:33:21.605191,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 60.75, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00039,SKU035,NCR_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU035,"Demand for SKU035 at NCR_WH has increased by 100.0% compared to baseline. Current weekly demand: 35, Baseline: 0.",100.0,2025-12-12T11:33:21.605226,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 35.25, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00040,SKU035,MAA_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU035,"Demand for SKU035 at MAA_WH has increased by 100.0% compared to baseline. Current weekly demand: 12, Baseline: 0.",100.0,2025-12-12T11:33:21.605261,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 12.0, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00041,SKU035,BLR_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU035,"Demand for SKU035 at BLR_WH has increased by 100.0% compared to baseline. Current weekly demand: 11, Baseline: 0.",100.0,2025-12-12T11:33:21.605296,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 10.75, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00042,SKU037,BLR_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU037,"Demand for SKU037 at BLR_WH has increased by 100.0% compared to baseline. Current weekly demand: 20, Baseline: 0.",100.0,2025-12-12T11:33:21.605332,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 20.25, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00043,SKU037,MAA_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU037,"Demand for SKU037 at MAA_WH has increased by 100.0% compared to baseline. Current weekly demand: 46, Baseline: 0.",100.0,2025-12-12T11:33:21.605368,,False,False,"{'shift_type': None, 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 45.5, 'cusum_signal': False, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00044,SKU033,BOM_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU033,"Demand for SKU033 at BOM_WH has increased by 100.0% compared to baseline. Current weekly demand: 3, Baseline: 0.",100.0,2025-12-12T11:33:21.605404,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 2.75, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00045,SKU033,NCR_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU033,"Demand for SKU033 at NCR_WH has increased by 100.0% compared to baseline. Current weekly demand: 6, Baseline: 0.",100.0,2025-12-12T11:33:21.605439,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 5.5, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00046,SKU033,MAA_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU033,"Demand for SKU033 at MAA_WH has increased by 100.0% compared to baseline. Current weekly demand: 4, Baseline: 0.",100.0,2025-12-12T11:33:21.605474,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 3.5, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00047,SKU033,BLR_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU033,"Demand for SKU033 at BLR_WH has increased by 100.0% compared to baseline. Current weekly demand: 6, Baseline: 0.",100.0,2025-12-12T11:33:21.605509,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 5.5, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00048,SKU038,BLR_WH,P1_CRITICAL,demand_shift,Demand Drop Detected - SKU038,"Demand for SKU038 at BLR_WH has decreased by 100.0% compared to baseline. Current weekly demand: 0, Baseline: 2.",100.0,2025-12-12T11:33:21.605545,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': -100.0, 'shift_direction': 'decrease', 'baseline_demand': 1.5, 'current_demand': 0.0, 'cusum_signal': True, 'ma_crossover_signal': False}",Review open purchase orders for reduction; Reduce future order quantities; Investigate root cause of demand decline
ALT-20251212113321-00049,SKU038,NCR_WH,P1_CRITICAL,demand_shift,Demand Drop Detected - SKU038,"Demand for SKU038 at NCR_WH has decreased by 100.0% compared to baseline. Current weekly demand: 0, Baseline: 1.",100.0,2025-12-12T11:33:21.605580,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': -100.0, 'shift_direction': 'decrease', 'baseline_demand': 1.08, 'current_demand': 0.0, 'cusum_signal': True, 'ma_crossover_signal': False}",Review open purchase orders for reduction; Reduce future order quantities; Investigate root cause of demand decline
ALT-20251212113321-00050,SKU027,NCR_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU027,"Demand for SKU027 at NCR_WH has increased by 100.0% compared to baseline. Current weekly demand: 17, Baseline: 0.",100.0,2025-12-12T11:33:21.605616,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 17.0, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00051,SKU031,BOM_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU031,"Demand for SKU031 at BOM_WH has increased by 100.0% compared to baseline. Current weekly demand: 35, Baseline: 0.",100.0,2025-12-12T11:33:21.605651,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 35.25, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00052,SKU038,BOM_WH,P1_CRITICAL,demand_shift,Demand Drop Detected - SKU038,"Demand for SKU038 at BOM_WH has decreased by 100.0% compared to baseline. Current weekly demand: 0, Baseline: 1.",100.0,2025-12-12T11:33:21.605687,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': -100.0, 'shift_direction': 'decrease', 'baseline_demand': 1.17, 'current_demand': 0.0, 'cusum_signal': True, 'ma_crossover_signal': False}",Review open purchase orders for reduction; Reduce future order quantities; Investigate root cause of demand decline
