week_ending,item_id,location_id,on_hand_qty
2025-03-28,SKU001,BLR_WH,370
2025-04-04,SKU001,BLR_WH,361
2025-04-11,SKU001,BLR_WH,350
2025-04-18,SKU001,BLR_WH,342
2025-04-25,SKU001,BLR_WH,332
2025-05-02,SKU001,BLR_WH,321
2025-05-09,SKU001,BLR_WH,316
2025-05-16,SKU001,BLR_WH,309
2025-05-23,SKU001,BLR_WH,300
2025-05-30,SKU001,BLR_WH,292
2025-06-06,SKU001,BLR_WH,284
2025-06-13,SKU001,BLR_WH,277
2025-06-20,SKU001,BLR_WH,270
2025-06-27,SKU001,BLR_WH,263
2025-07-04,SKU001,BLR_WH,255
2025-07-11,SKU001,BLR_WH,248
2025-07-18,SKU001,BLR_WH,241
2025-07-25,SKU001,BLR_WH,235
2025-08-01,SKU001,BLR_WH,230
2025-08-08,SKU001,BLR_WH,225
2025-08-15,SKU001,BLR_WH,219
2025-08-22,SKU001,BLR_WH,214
2025-08-29,SKU001,BLR_WH,209
2025-09-05,SKU001,BLR_WH,203
2025-09-12,SKU001,BLR_WH,198
2025-09-19,SKU001,BLR_WH,198
2025-09-26,SKU001,BLR_WH,198
2025-10-03,SKU001,BLR_WH,198
2025-10-10,SKU001,BLR_WH,198
2025-10-17,SKU001,BLR_WH,198
2025-10-24,SKU001,BLR_WH,198
2025-10-31,SKU001,BLR_WH,198
2025-11-07,SKU001,BLR_WH,198
2025-11-14,SKU001,BLR_WH,198
2025-11-21,SKU001,BLR_WH,198
2025-11-28,SKU001,BLR_WH,198
2025-12-05,SKU001,BLR_WH,198
2022-12-09,SKU001,MAA_WH,204
2022-12-16,SKU001,MAA_WH,204
2022-12-23,SKU001,MAA_WH,204
2022-12-30,SKU001,MAA_WH,204
2023-01-06,SKU001,MAA_WH,204
2023-01-13,SKU001,MAA_WH,204
2023-01-20,SKU001,MAA_WH,204
2023-01-27,SKU001,MAA_WH,204
2023-02-03,SKU001,MAA_WH,204
2023-02-10,SKU001,MAA_WH,204
2023-02-17,SKU001,MAA_WH,204
2023-02-24,SKU001,MAA_WH,204
2023-03-03,SKU001,MAA_WH,204
2023-03-10,SKU001,MAA_WH,204
2023-03-17,SKU001,MAA_WH,204
2023-03-24,SKU001,MAA_WH,204
2023-03-31,SKU001,MAA_WH,204
2023-04-07,SKU001,MAA_WH,204
2023-04-14,SKU001,MAA_WH,204
2023-04-21,SKU001,MAA_WH,204
2023-04-28,SKU001,MAA_WH,204
2023-05-05,SKU001,MAA_WH,204
2023-05-12,SKU001,MAA_WH,204
2023-05-19,SKU001,MAA_WH,204
2023-05-26,SKU001,MAA_WH,204
2023-06-02,SKU001,MAA_WH,204
2023-06-09,SKU001,MAA_WH,204
2023-06-16,SKU001,MAA_WH,204
2023-06-23,SKU001,MAA_WH,204
2023-06-30,SKU001,MAA_WH,204
2023-07-07,SKU001,MAA_WH,204
2023-07-14,SKU001,MAA_WH,204
2023-07-21,SKU001,MAA_WH,204
2023-07-28,SKU001,MAA_WH,204
2023-08-04,SKU001,MAA_WH,204
2023-08-11,SKU001,MAA_WH,204
2023-08-18,SKU001,MAA_WH,181
2023-08-25,SKU001,MAA_WH,153
2023-09-01,SKU001,MAA_WH,131
2023-09-08,SKU001,MAA_WH,115
2023-09-15,SKU001,MAA_WH,96
2023-09-22,SKU001,MAA_WH,80
2023-09-29,SKU001,MAA_WH,59
2023-10-06,SKU001,MAA_WH,37
2023-10-13,SKU001,MAA_WH,10
2023-10-20,SKU001,MAA_WH,0
2023-10-27,SKU001,MAA_WH,81
2023-11-03,SKU001,MAA_WH,341
2023-11-10,SKU001,MAA_WH,477
2023-11-17,SKU001,MAA_WH,454
2023-11-24,SKU001,MAA_WH,428
2023-12-01,SKU001,MAA_WH,410
2023-12-08,SKU001,MAA_WH,382
2023-12-15,SKU001,MAA_WH,357
2023-12-22,SKU001,MAA_WH,334
2023-12-29,SKU001,MAA_WH,307
2024-01-05,SKU001,MAA_WH,273
2024-01-12,SKU001,MAA_WH,246
2024-01-19,SKU001,MAA_WH,219
2024-01-26,SKU001,MAA_WH,194
2024-02-02,SKU001,MAA_WH,170
2024-02-09,SKU001,MAA_WH,139
2024-02-16,SKU001,MAA_WH,115
2024-02-23,SKU001,MAA_WH,87
2024-03-01,SKU001,MAA_WH,61
2024-03-08,SKU001,MAA_WH,31
2024-03-15,SKU001,MAA_WH,2
2024-03-22,SKU001,MAA_WH,70
2024-03-29,SKU001,MAA_WH,174
2024-04-05,SKU001,MAA_WH,148
2024-04-12,SKU001,MAA_WH,125
2024-04-19,SKU001,MAA_WH,259
2024-04-26,SKU001,MAA_WH,231
2024-05-03,SKU001,MAA_WH,202
2024-05-10,SKU001,MAA_WH,180
2024-05-17,SKU001,MAA_WH,152
2024-05-24,SKU001,MAA_WH,123
2024-05-31,SKU001,MAA_WH,98
2024-06-07,SKU001,MAA_WH,68
2024-06-14,SKU001,MAA_WH,48
2024-06-21,SKU001,MAA_WH,143
2024-06-28,SKU001,MAA_WH,221
2024-07-05,SKU001,MAA_WH,196
2024-07-12,SKU001,MAA_WH,174
2024-07-19,SKU001,MAA_WH,155
2024-07-26,SKU001,MAA_WH,136
2024-08-02,SKU001,MAA_WH,121
2024-08-09,SKU001,MAA_WH,97
2024-08-16,SKU001,MAA_WH,80
2024-08-23,SKU001,MAA_WH,63
2024-08-30,SKU001,MAA_WH,45
2024-09-06,SKU001,MAA_WH,126
2024-09-13,SKU001,MAA_WH,110
2024-09-20,SKU001,MAA_WH,213
2024-09-27,SKU001,MAA_WH,197
2024-10-04,SKU001,MAA_WH,178
2024-10-11,SKU001,MAA_WH,160
2024-10-18,SKU001,MAA_WH,142
2024-10-25,SKU001,MAA_WH,128
2024-11-01,SKU001,MAA_WH,115
2024-11-08,SKU001,MAA_WH,100
2024-11-15,SKU001,MAA_WH,85
2024-11-22,SKU001,MAA_WH,67
2024-11-29,SKU001,MAA_WH,55
2024-12-06,SKU001,MAA_WH,142
2024-12-13,SKU001,MAA_WH,126
2024-12-20,SKU001,MAA_WH,205
2024-12-27,SKU001,MAA_WH,191
2025-01-03,SKU001,MAA_WH,178
2025-01-10,SKU001,MAA_WH,159
2025-01-17,SKU001,MAA_WH,142
2025-01-24,SKU001,MAA_WH,128
2025-01-31,SKU001,MAA_WH,114
2025-02-07,SKU001,MAA_WH,97
2025-02-14,SKU001,MAA_WH,75
2025-02-21,SKU001,MAA_WH,58
2025-02-28,SKU001,MAA_WH,44
2025-03-07,SKU001,MAA_WH,27
2025-03-14,SKU001,MAA_WH,127
2025-03-21,SKU001,MAA_WH,220
2025-03-28,SKU001,MAA_WH,203
2025-04-04,SKU001,MAA_WH,320
2025-04-11,SKU001,MAA_WH,301
2025-04-18,SKU001,MAA_WH,280
2025-04-25,SKU001,MAA_WH,261
2025-05-02,SKU001,MAA_WH,246
2025-05-09,SKU001,MAA_WH,233
2025-05-16,SKU001,MAA_WH,212
2025-05-23,SKU001,MAA_WH,197
2025-05-30,SKU001,MAA_WH,183
2025-06-06,SKU001,MAA_WH,169
2025-06-13,SKU001,MAA_WH,155
2025-06-20,SKU001,MAA_WH,142
2025-06-27,SKU001,MAA_WH,130
2025-07-04,SKU001,MAA_WH,119
2025-07-11,SKU001,MAA_WH,107
2025-07-18,SKU001,MAA_WH,97
2025-07-25,SKU001,MAA_WH,87
2025-08-01,SKU001,MAA_WH,76
2025-08-08,SKU001,MAA_WH,66
2025-08-15,SKU001,MAA_WH,54
2025-08-22,SKU001,MAA_WH,48
2025-08-29,SKU001,MAA_WH,37
2025-09-05,SKU001,MAA_WH,342
2025-09-12,SKU001,MAA_WH,336
2025-09-19,SKU001,MAA_WH,460
2025-09-26,SKU001,MAA_WH,460
2025-10-03,SKU001,MAA_WH,460
2025-10-10,SKU001,MAA_WH,460
2025-10-17,SKU001,MAA_WH,460
2025-10-24,SKU001,MAA_WH,460
2025-10-31,SKU001,MAA_WH,460
2025-11-07,SKU001,MAA_WH,460
2025-11-14,SKU001,MAA_WH,460
2025-11-21,SKU001,MAA_WH,460
2025-11-28,SKU001,MAA_WH,460
2025-12-05,SKU001,MAA_WH,460
2022-12-09,SKU001,NCR_WH,284
2022-12-16,SKU001,NCR_WH,284
2022-12-23,SKU001,NCR_WH,284
2022-12-30,SKU001,NCR_WH,284
2023-01-06,SKU001,NCR_WH,284
2023-01-13,SKU001,NCR_WH,284
2023-01-20,SKU001,NCR_WH,284
2023-01-27,SKU001,NCR_WH,284
2023-02-03,SKU001,NCR_WH,284
2023-02-10,SKU001,NCR_WH,284
2023-02-17,SKU001,NCR_WH,284
2023-02-24,SKU001,NCR_WH,284
2023-03-03,SKU001,NCR_WH,284
2023-03-10,SKU001,NCR_WH,284
2023-03-17,SKU001,NCR_WH,284
2023-03-24,SKU001,NCR_WH,284
2023-03-31,SKU001,NCR_WH,284
2023-04-07,SKU001,NCR_WH,284
2023-04-14,SKU001,NCR_WH,284
2023-04-21,SKU001,NCR_WH,284
2023-04-28,SKU001,NCR_WH,284
2023-05-05,SKU001,NCR_WH,284
2023-05-12,SKU001,NCR_WH,284
2023-05-19,SKU001,NCR_WH,284
2023-05-26,SKU001,NCR_WH,284
2023-06-02,SKU001,NCR_WH,284
2023-06-09,SKU001,NCR_WH,284
2023-06-16,SKU001,NCR_WH,284
2023-06-23,SKU001,NCR_WH,284
2023-06-30,SKU001,NCR_WH,284
2023-07-07,SKU001,NCR_WH,284
2023-07-14,SKU001,NCR_WH,284
2023-07-21,SKU001,NCR_WH,284
2023-07-28,SKU001,NCR_WH,284
2023-08-04,SKU001,NCR_WH,284
2023-08-11,SKU001,NCR_WH,284
2023-08-18,SKU001,NCR_WH,257
2023-08-25,SKU001,NCR_WH,231
2023-09-01,SKU001,NCR_WH,210
2023-09-08,SKU001,NCR_WH,187
2023-09-15,SKU001,NCR_WH,165
2023-09-22,SKU001,NCR_WH,133
2023-09-29,SKU001,NCR_WH,104
2023-10-06,SKU001,NCR_WH,74
2023-10-13,SKU001,NCR_WH,46
2023-10-20,SKU001,NCR_WH,140
2023-10-27,SKU001,NCR_WH,117
2023-11-03,SKU001,NCR_WH,89
2023-11-10,SKU001,NCR_WH,68
2023-11-17,SKU001,NCR_WH,39
2023-11-24,SKU001,NCR_WH,13
2023-12-01,SKU001,NCR_WH,80
2023-12-08,SKU001,NCR_WH,49
2023-12-15,SKU001,NCR_WH,131
2023-12-22,SKU001,NCR_WH,374
2023-12-29,SKU001,NCR_WH,340
2024-01-05,SKU001,NCR_WH,315
2024-01-12,SKU001,NCR_WH,282
2024-01-19,SKU001,NCR_WH,249
2024-01-26,SKU001,NCR_WH,219
2024-02-02,SKU001,NCR_WH,186
2024-02-09,SKU001,NCR_WH,160
2024-02-16,SKU001,NCR_WH,123
2024-02-23,SKU001,NCR_WH,92
2024-03-01,SKU001,NCR_WH,62
2024-03-08,SKU001,NCR_WH,24
2024-03-15,SKU001,NCR_WH,0
2024-03-22,SKU001,NCR_WH,73
2024-03-29,SKU001,NCR_WH,209
2024-04-05,SKU001,NCR_WH,311
2024-04-12,SKU001,NCR_WH,285
2024-04-19,SKU001,NCR_WH,245
2024-04-26,SKU001,NCR_WH,224
2024-05-03,SKU001,NCR_WH,186
2024-05-10,SKU001,NCR_WH,155
2024-05-17,SKU001,NCR_WH,126
2024-05-24,SKU001,NCR_WH,100
2024-05-31,SKU001,NCR_WH,71
2024-06-07,SKU001,NCR_WH,44
2024-06-14,SKU001,NCR_WH,13
2024-06-21,SKU001,NCR_WH,104
2024-06-28,SKU001,NCR_WH,79
2024-07-05,SKU001,NCR_WH,204
2024-07-12,SKU001,NCR_WH,181
2024-07-19,SKU001,NCR_WH,158
2024-07-26,SKU001,NCR_WH,142
2024-08-02,SKU001,NCR_WH,125
2024-08-09,SKU001,NCR_WH,102
2024-08-16,SKU001,NCR_WH,82
2024-08-23,SKU001,NCR_WH,63
2024-08-30,SKU001,NCR_WH,44
2024-09-06,SKU001,NCR_WH,123
2024-09-13,SKU001,NCR_WH,106
2024-09-20,SKU001,NCR_WH,90
2024-09-27,SKU001,NCR_WH,189
2024-10-04,SKU001,NCR_WH,174
2024-10-11,SKU001,NCR_WH,156
2024-10-18,SKU001,NCR_WH,143
2024-10-25,SKU001,NCR_WH,123
2024-11-01,SKU001,NCR_WH,104
2024-11-08,SKU001,NCR_WH,86
2024-11-15,SKU001,NCR_WH,66
2024-11-22,SKU001,NCR_WH,44
2024-11-29,SKU001,NCR_WH,23
2024-12-06,SKU001,NCR_WH,148
2024-12-13,SKU001,NCR_WH,228
2024-12-20,SKU001,NCR_WH,328
2024-12-27,SKU001,NCR_WH,309
2025-01-03,SKU001,NCR_WH,288
2025-01-10,SKU001,NCR_WH,270
2025-01-17,SKU001,NCR_WH,249
2025-01-24,SKU001,NCR_WH,231
2025-01-31,SKU001,NCR_WH,213
2025-02-07,SKU001,NCR_WH,197
2025-02-14,SKU001,NCR_WH,179
2025-02-21,SKU001,NCR_WH,163
2025-02-28,SKU001,NCR_WH,145
2025-03-07,SKU001,NCR_WH,121
2025-03-14,SKU001,NCR_WH,103
2025-03-21,SKU001,NCR_WH,74
2025-03-28,SKU001,NCR_WH,52
2025-04-04,SKU001,NCR_WH,31
2025-04-11,SKU001,NCR_WH,14
2025-04-18,SKU001,NCR_WH,0
2025-04-25,SKU001,NCR_WH,222
2025-05-02,SKU001,NCR_WH,511
2025-05-09,SKU001,NCR_WH,486
2025-05-16,SKU001,NCR_WH,468
2025-05-23,SKU001,NCR_WH,448
2025-05-30,SKU001,NCR_WH,433
2025-06-06,SKU001,NCR_WH,417
2025-06-13,SKU001,NCR_WH,397
2025-06-20,SKU001,NCR_WH,383
2025-06-27,SKU001,NCR_WH,364
2025-07-04,SKU001,NCR_WH,348
2025-07-11,SKU001,NCR_WH,336
2025-07-18,SKU001,NCR_WH,322
2025-07-25,SKU001,NCR_WH,308
2025-08-01,SKU001,NCR_WH,295
2025-08-08,SKU001,NCR_WH,286
2025-08-15,SKU001,NCR_WH,276
2025-08-22,SKU001,NCR_WH,265
2025-08-29,SKU001,NCR_WH,255
2025-09-05,SKU001,NCR_WH,244
2025-09-12,SKU001,NCR_WH,234
2025-09-19,SKU001,NCR_WH,234
2025-09-26,SKU001,NCR_WH,234
2025-10-03,SKU001,NCR_WH,234
2025-10-10,SKU001,NCR_WH,234
2025-10-17,SKU001,NCR_WH,234
2025-10-24,SKU001,NCR_WH,234
2025-10-31,SKU001,NCR_WH,234
2025-11-07,SKU001,NCR_WH,234
2025-11-14,SKU001,NCR_WH,234
2025-11-21,SKU001,NCR_WH,234
2025-11-28,SKU001,NCR_WH,234
2025-12-05,SKU001,NCR_WH,234
2022-12-09,SKU001,BOM_WH,379
2022-12-16,SKU001,BOM_WH,379
2022-12-23,SKU001,BOM_WH,379
2022-12-30,SKU001,BOM_WH,379
2023-01-06,SKU001,BOM_WH,379
2023-01-13,SKU001,BOM_WH,379
2023-01-20,SKU001,BOM_WH,379
2023-01-27,SKU001,BOM_WH,379
2023-02-03,SKU001,BOM_WH,379
2023-02-10,SKU001,BOM_WH,379
2023-02-17,SKU001,BOM_WH,379
2023-02-24,SKU001,BOM_WH,379
2023-03-03,SKU001,BOM_WH,379
2023-03-10,SKU001,BOM_WH,379
2023-03-17,SKU001,BOM_WH,379
2023-03-24,SKU001,BOM_WH,379
2023-03-31,SKU001,BOM_WH,379
2023-04-07,SKU001,BOM_WH,379
2023-04-14,SKU001,BOM_WH,379
2023-04-21,SKU001,BOM_WH,379
2023-04-28,SKU001,BOM_WH,379
2023-05-05,SKU001,BOM_WH,379
2023-05-12,SKU001,BOM_WH,379
2023-05-19,SKU001,BOM_WH,379
2023-05-26,SKU001,BOM_WH,379
2023-06-02,SKU001,BOM_WH,379
2023-06-09,SKU001,BOM_WH,379
2023-06-16,SKU001,BOM_WH,379
2023-06-23,SKU001,BOM_WH,379
2023-06-30,SKU001,BOM_WH,379
2023-07-07,SKU001,BOM_WH,379
2023-07-14,SKU001,BOM_WH,379
2023-07-21,SKU001,BOM_WH,379
2023-07-28,SKU001,BOM_WH,379
2023-08-04,SKU001,BOM_WH,379
2023-08-11,SKU001,BOM_WH,379
2023-08-18,SKU001,BOM_WH,371
2023-08-25,SKU001,BOM_WH,361
2023-09-01,SKU001,BOM_WH,351
2023-09-08,SKU001,BOM_WH,341
2023-09-15,SKU001,BOM_WH,331
2023-09-22,SKU001,BOM_WH,321
2023-09-29,SKU001,BOM_WH,312
2023-10-06,SKU001,BOM_WH,304
2023-10-13,SKU001,BOM_WH,298
2023-10-20,SKU001,BOM_WH,289
2023-10-27,SKU001,BOM_WH,280
2023-11-03,SKU001,BOM_WH,271
2023-11-10,SKU001,BOM_WH,264
2023-11-17,SKU001,BOM_WH,257
2023-11-24,SKU001,BOM_WH,247
2023-12-01,SKU001,BOM_WH,238
2023-12-08,SKU001,BOM_WH,228
2023-12-15,SKU001,BOM_WH,219
2023-12-22,SKU001,BOM_WH,209
2023-12-29,SKU001,BOM_WH,198
2024-01-05,SKU001,BOM_WH,189
2024-01-12,SKU001,BOM_WH,179
2024-01-19,SKU001,BOM_WH,169
2024-01-26,SKU001,BOM_WH,159
2024-02-02,SKU001,BOM_WH,149
2024-02-09,SKU001,BOM_WH,138
2024-02-16,SKU001,BOM_WH,128
2024-02-23,SKU001,BOM_WH,115
2024-03-01,SKU001,BOM_WH,106
2024-03-08,SKU001,BOM_WH,95
2024-03-15,SKU001,BOM_WH,85
2024-03-22,SKU001,BOM_WH,72
2024-03-29,SKU001,BOM_WH,61
2024-04-05,SKU001,BOM_WH,149
2024-04-12,SKU001,BOM_WH,141
2024-04-19,SKU001,BOM_WH,130
2024-04-26,SKU001,BOM_WH,118
2024-05-03,SKU001,BOM_WH,108
2024-05-10,SKU001,BOM_WH,97
2024-05-17,SKU001,BOM_WH,88
2024-05-24,SKU001,BOM_WH,77
2024-05-31,SKU001,BOM_WH,65
2024-06-07,SKU001,BOM_WH,153
2024-06-14,SKU001,BOM_WH,145
2024-06-21,SKU001,BOM_WH,135
2024-06-28,SKU001,BOM_WH,125
2024-07-05,SKU001,BOM_WH,118
2024-07-12,SKU001,BOM_WH,111
2024-07-19,SKU001,BOM_WH,104
2024-07-26,SKU001,BOM_WH,98
2024-08-02,SKU001,BOM_WH,92
2024-08-09,SKU001,BOM_WH,86
2024-08-16,SKU001,BOM_WH,80
2024-08-23,SKU001,BOM_WH,74
2024-08-30,SKU001,BOM_WH,68
2024-09-06,SKU001,BOM_WH,60
2024-09-13,SKU001,BOM_WH,55
2024-09-20,SKU001,BOM_WH,48
2024-09-27,SKU001,BOM_WH,143
2024-10-04,SKU001,BOM_WH,336
2024-10-11,SKU001,BOM_WH,443
2024-10-18,SKU001,BOM_WH,438
2024-10-25,SKU001,BOM_WH,432
2024-11-01,SKU001,BOM_WH,426
2024-11-08,SKU001,BOM_WH,420
2024-11-15,SKU001,BOM_WH,414
2024-11-22,SKU001,BOM_WH,406
2024-11-29,SKU001,BOM_WH,401
2024-12-06,SKU001,BOM_WH,395
2024-12-13,SKU001,BOM_WH,389
2024-12-20,SKU001,BOM_WH,383
2024-12-27,SKU001,BOM_WH,377
2025-01-03,SKU001,BOM_WH,369
2025-01-10,SKU001,BOM_WH,361
2025-01-17,SKU001,BOM_WH,355
2025-01-24,SKU001,BOM_WH,349
2025-01-31,SKU001,BOM_WH,342
2025-02-07,SKU001,BOM_WH,336
2025-02-14,SKU001,BOM_WH,328
2025-02-21,SKU001,BOM_WH,321
2025-02-28,SKU001,BOM_WH,316
2025-03-07,SKU001,BOM_WH,308
2025-03-14,SKU001,BOM_WH,299
2025-03-21,SKU001,BOM_WH,293
2025-03-28,SKU001,BOM_WH,287
2025-04-04,SKU001,BOM_WH,280
2025-04-11,SKU001,BOM_WH,273
2025-04-18,SKU001,BOM_WH,266
2025-04-25,SKU001,BOM_WH,258
2025-05-02,SKU001,BOM_WH,252
2025-05-09,SKU001,BOM_WH,247
2025-05-16,SKU001,BOM_WH,242
2025-05-23,SKU001,BOM_WH,237
2025-05-30,SKU001,BOM_WH,231
2025-06-06,SKU001,BOM_WH,224
2025-06-13,SKU001,BOM_WH,219
2025-06-20,SKU001,BOM_WH,214
2025-06-27,SKU001,BOM_WH,209
2025-07-04,SKU001,BOM_WH,203
2025-07-11,SKU001,BOM_WH,197
2025-07-18,SKU001,BOM_WH,193
2025-07-25,SKU001,BOM_WH,189
2025-08-01,SKU001,BOM_WH,184
2025-08-08,SKU001,BOM_WH,180
2025-08-15,SKU001,BOM_WH,175
2025-08-22,SKU001,BOM_WH,171
2025-08-29,SKU001,BOM_WH,168
2025-09-05,SKU001,BOM_WH,164
2025-09-12,SKU001,BOM_WH,160
2025-09-19,SKU001,BOM_WH,160
2025-09-26,SKU001,BOM_WH,160
2025-10-03,SKU001,BOM_WH,160
2025-10-10,SKU001,BOM_WH,160
2025-10-17,SKU001,BOM_WH,160
2025-10-24,SKU001,BOM_WH,160
2025-10-31,SKU001,BOM_WH,160
2025-11-07,SKU001,BOM_WH,160
2025-11-14,SKU001,BOM_WH,160
2025-11-21,SKU001,BOM_WH,160
2025-11-28,SKU001,BOM_WH,160
2025-12-05,SKU001,BOM_WH,160
2022-12-09,SKU002,BLR_WH,65
2022-12-16,SKU002,BLR_WH,65
2022-12-23,SKU002,BLR_WH,601
2022-12-30,SKU002,BLR_WH,601
2023-01-06,SKU002,BLR_WH,601
2023-01-13,SKU002,BLR_WH,601
2023-01-20,SKU002,BLR_WH,601
2023-01-27,SKU002,BLR_WH,601
2023-02-03,SKU002,BLR_WH,601
2023-02-10,SKU002,BLR_WH,601
2023-02-17,SKU002,BLR_WH,601
2023-02-24,SKU002,BLR_WH,601
2023-03-03,SKU002,BLR_WH,601
2023-03-10,SKU002,BLR_WH,601
2023-03-17,SKU002,BLR_WH,601
2023-03-24,SKU002,BLR_WH,601
2023-03-31,SKU002,BLR_WH,601
2023-04-07,SKU002,BLR_WH,601
2023-04-14,SKU002,BLR_WH,601
2023-04-21,SKU002,BLR_WH,601
2023-04-28,SKU002,BLR_WH,601
2023-05-05,SKU002,BLR_WH,601
2023-05-12,SKU002,BLR_WH,601
2023-05-19,SKU002,BLR_WH,601
2023-05-26,SKU002,BLR_WH,601
2023-06-02,SKU002,BLR_WH,601
2023-06-09,SKU002,BLR_WH,601
2023-06-16,SKU002,BLR_WH,601
2023-06-23,SKU002,BLR_WH,601
2023-06-30,SKU002,BLR_WH,601
2023-07-07,SKU002,BLR_WH,601
2023-07-14,SKU002,BLR_WH,601
2023-07-21,SKU002,BLR_WH,601
2023-07-28,SKU002,BLR_WH,601
2023-08-04,SKU002,BLR_WH,601
2023-08-11,SKU002,BLR_WH,601
