item_id,location_id,week_ending,qty_sold,on_hand,forecast_qty,category,shelf_life_days,launch_date,obsolete_date
SKU001,BLR_WH,2023-05-19,0,316,0,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-05-26,0,316,1,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-06-02,0,316,1,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-06-09,0,316,1,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-06-16,0,316,0,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-06-23,0,316,0,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-06-30,0,316,0,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-07-07,0,316,0,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-07-14,0,316,1,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-07-21,0,316,1,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-07-28,0,316,2,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-08-04,0,316,0,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-08-11,0,316,0,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-08-18,12,304,3,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-08-25,12,292,3,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-09-01,13,279,4,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-09-08,11,268,4,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-09-15,11,257,9,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-09-22,10,247,9,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-09-29,16,231,10,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-10-06,12,219,12,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-10-13,11,208,12,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-10-20,12,196,12,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-10-27,12,184,12,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-11-03,12,172,14,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-11-10,14,158,12,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-11-17,14,144,15,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-11-24,12,132,13,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-12-01,12,120,13,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-12-08,13,107,12,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-12-15,9,98,13,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-12-22,11,87,12,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2023-12-29,17,70,12,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-01-05,18,52,12,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-01-12,14,38,14,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-01-19,16,22,13,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-01-26,15,116,14,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-02-02,22,217,17,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-02-09,18,338,17,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-02-16,15,323,16,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-02-23,13,310,19,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-03-01,12,298,16,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-03-08,16,282,17,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-03-15,14,268,12,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-03-22,12,256,16,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-03-29,14,242,15,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-04-05,13,229,16,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-04-12,19,210,12,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-04-19,17,193,16,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-04-26,15,178,17,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-05-03,18,160,12,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-05-10,14,146,16,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-05-17,12,134,16,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-05-24,17,117,15,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-05-31,14,103,15,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-06-07,11,92,16,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-06-14,12,80,13,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-06-21,11,69,13,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-06-28,9,60,14,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-07-05,13,47,15,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-07-12,14,147,13,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-07-19,8,240,12,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-07-26,11,229,11,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-08-02,9,220,10,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-08-09,9,211,12,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-08-16,9,202,10,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-08-23,8,194,11,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-08-30,9,185,9,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-09-06,8,177,8,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-09-13,9,168,9,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-09-20,8,160,9,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-09-27,8,152,7,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-10-04,7,145,10,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-10-11,8,137,7,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-10-18,9,128,9,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-10-25,9,119,9,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-11-01,7,112,7,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-11-08,8,104,7,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-11-15,9,95,8,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-11-22,6,89,7,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-11-29,9,80,10,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-12-06,8,72,8,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-12-13,10,62,9,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-12-20,8,54,9,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2024-12-27,7,47,8,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-01-03,7,40,8,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-01-10,9,251,9,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-01-17,10,241,8,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-01-24,8,340,10,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-01-31,11,443,7,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-02-07,7,436,9,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-02-14,10,426,7,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-02-21,8,418,8,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-02-28,9,409,9,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-03-07,10,399,9,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-03-14,9,390,9,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-03-21,9,381,8,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-03-28,11,370,8,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-04-04,9,361,10,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-04-11,11,350,10,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-04-18,8,342,9,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-04-25,10,332,11,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-05-02,11,321,9,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-05-09,5,316,9,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-05-16,7,309,8,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-05-23,9,300,9,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-05-30,8,292,9,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-06-06,8,284,8,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-06-13,7,277,6,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-06-20,7,270,9,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-06-27,7,263,7,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-07-04,8,255,8,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-07-11,7,248,7,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-07-18,7,241,6,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-07-25,6,235,9,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-08-01,5,230,5,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-08-08,5,225,5,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-08-15,6,219,8,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-08-22,5,214,7,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-08-29,5,209,5,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-09-05,6,203,7,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-09-12,5,198,6,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-09-19,0,198,5,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-09-26,0,198,4,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-10-03,0,198,4,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-10-10,0,198,3,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-10-17,0,198,4,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-10-24,0,198,1,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-10-31,0,198,0,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-11-07,0,198,0,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-11-14,0,198,0,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-11-21,0,198,2,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-11-28,0,198,1,Declining,365,2023-08-16,2025-09-14
SKU001,BLR_WH,2025-12-05,0,198,0,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2022-12-09,0,204,0,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2022-12-16,0,204,0,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2022-12-23,0,204,0,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2022-12-30,0,204,0,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-01-06,0,204,0,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-01-13,0,204,0,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-01-20,0,204,0,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-01-27,0,204,0,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-02-03,0,204,0,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-02-10,0,204,0,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-02-17,0,204,0,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-02-24,0,204,0,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-03-03,0,204,0,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-03-10,0,204,1,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-03-17,0,204,0,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-03-24,0,204,0,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-03-31,0,204,0,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-04-07,0,204,0,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-04-14,0,204,0,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-04-21,0,204,0,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-04-28,0,204,0,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-05-05,0,204,0,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-05-12,0,204,0,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-05-19,0,204,0,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-05-26,0,204,0,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-06-02,0,204,0,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-06-09,0,204,0,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-06-16,0,204,0,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-06-23,0,204,0,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-06-30,0,204,1,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-07-07,0,204,1,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-07-14,0,204,1,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-07-21,0,204,0,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-07-28,0,204,0,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-08-04,0,204,1,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-08-11,0,204,1,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-08-18,23,181,2,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-08-25,28,153,7,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-09-01,22,131,8,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-09-08,16,115,12,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-09-15,19,96,13,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-09-22,16,80,13,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-09-29,21,59,17,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-10-06,22,37,25,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-10-13,27,10,22,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-10-20,23,0,26,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-10-27,21,81,18,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-11-03,25,341,23,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-11-10,15,477,16,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-11-17,23,454,22,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-11-24,26,428,24,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-12-01,18,410,24,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-12-08,28,382,21,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-12-15,25,357,25,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-12-22,23,334,22,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2023-12-29,27,307,23,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-01-05,34,273,24,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-01-12,27,246,23,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-01-19,27,219,30,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-01-26,25,194,27,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-02-02,24,170,29,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-02-09,31,139,30,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-02-16,24,115,25,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-02-23,28,87,31,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-03-01,26,61,28,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-03-08,30,31,24,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-03-15,29,2,28,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-03-22,32,70,25,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-03-29,26,174,33,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-04-05,26,148,30,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-04-12,23,125,27,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-04-19,25,259,31,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-04-26,28,231,23,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-05-03,29,202,25,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-05-10,22,180,26,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-05-17,28,152,32,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-05-24,29,123,23,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-05-31,25,98,22,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-06-07,30,68,23,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-06-14,20,48,29,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-06-21,18,143,24,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-06-28,15,221,23,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-07-05,25,196,26,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-07-12,22,174,23,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-07-19,19,155,22,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-07-26,19,136,22,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-08-02,15,121,18,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-08-09,24,97,19,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-08-16,17,80,20,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-08-23,17,63,21,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-08-30,18,45,17,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-09-06,17,126,13,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-09-13,16,110,19,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-09-20,13,213,19,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-09-27,16,197,18,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-10-04,19,178,17,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-10-11,18,160,16,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-10-18,18,142,18,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-10-25,14,128,18,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-11-01,13,115,16,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-11-08,15,100,20,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-11-15,15,85,13,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-11-22,18,67,17,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-11-29,12,55,14,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-12-06,19,142,17,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-12-13,16,126,13,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-12-20,15,205,13,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2024-12-27,14,191,15,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-01-03,13,178,16,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-01-10,19,159,15,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-01-17,17,142,15,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-01-24,14,128,16,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-01-31,14,114,15,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-02-07,17,97,18,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-02-14,22,75,17,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-02-21,17,58,16,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-02-28,14,44,20,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-03-07,17,27,17,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-03-14,17,127,15,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-03-21,10,220,16,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-03-28,17,203,17,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-04-04,17,320,15,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-04-11,19,301,14,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-04-18,21,280,17,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-04-25,19,261,17,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-05-02,15,246,19,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-05-09,13,233,18,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-05-16,21,212,17,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-05-23,15,197,18,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-05-30,14,183,19,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-06-06,14,169,14,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-06-13,14,155,14,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-06-20,13,142,15,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-06-27,12,130,15,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-07-04,11,119,14,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-07-11,12,107,13,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-07-18,10,97,12,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-07-25,10,87,12,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-08-01,11,76,13,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-08-08,10,66,11,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-08-15,12,54,14,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-08-22,6,48,12,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-08-29,11,37,12,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-09-05,10,342,11,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-09-12,6,336,12,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-09-19,0,460,8,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-09-26,0,460,6,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-10-03,0,460,5,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-10-10,0,460,3,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-10-17,0,460,3,Declining,365,2023-08-16,2025-09-14
SKU001,MAA_WH,2025-10-24,0,460,2,Declining,365,2023-08-16,2025-09-14
